CAS No.,Chemical Name,Species Name,Common Name,Effect,Measurement,Endpoint,Dur (Std),Conc. Type,Conc. Mean (Std),Conc. Units (Std),Pub. Year,Citation
138261413,Imidacloprid,Callinectes sapidus,Blue Crab,Mortality,Mortality,LC50,1,Active ingredient,0.8167,AI mg/L,2010,"Osterberg,J.S. Ecotoxicology of Natural and Anthropogenic Extreme Environments. Ph.D. Thesis, Duke University, Raleigh, NC:178 p., 2010. ECOREF #152973"
138261413,Imidacloprid,Callinectes sapidus,Blue Crab,Mortality,Mortality,LC50,1,Active ingredient,0.8167,AI mg/L,2012,"Osterberg,J.S., K.M. Darnell, T.M. Blickley, J.A. Romano, and D. Rittschof. Acute Toxicity and Sub-Lethal Effects of Common Pesticides in Post-Larval and Juvenile Blue Crabs, Callinectes sapidus. J. Exp. Mar. Biol. Ecol.424/425:5-14, 2012. ECOREF #161498"
138261413,Imidacloprid,Aedes aegypti,Yellow Fever Mosquito,Mortality,Mortality,LC50,1,Formulation,0.8195,AI mg/L,2009,"Riaz,M.A., R. Poupardin, S. Reynaud, C. Strode, H. Ranson, and J.P. David. Impact of Glyphosate and Benzo(a)pyrene on the Tolerance of Mosquito Larvae to Chemical Insecticides.  Role of Detoxification Genes in Response to Xenobiotics. Aquat. Toxicol.93(1): 61-69, 2009. ECOREF #117853"
150824478,Nitenpyram,Trichogramma chilonis,Parastic Wasp,Mortality,Mortality,LC50,1,Active ingredient,0.84,AI mg/L,2013,"Wang,Y., L. Chen, X. An, J. Jiang, Q. Wang, L. Cai, and X. Zhao. Susceptibility to Selected Insecticides and Risk Assessment in the Insect Egg Parasitoid Trichogramma confusum (Hymenoptera: Trichogrammatidae). J. Econ. Entomol.106(1): 142-149, 2013. ECOREF #163186"
135410207,Acetamiprid,Culex pipiens ssp. pallens,Mosquito,Mortality,Mortality,LC95,1,Formulation,0.88,AI mg/L,2002,"Mo,J.C., T.C. Yang, J.A. Cheng, and X.G. Song. Lethal and Sublethal Effects of Acetamiprid on the Larvae of Culex pipiens pallens. Entomol. Sin.9(3): 45-49, 2002. ECOREF #71564"
138261413,Imidacloprid,Aphelinus mali,Chalcid Wasp,Mortality,Mortality,LC90,1,Formulation,0.88,ppm,1996,"Cohen,H., A.R. Horowitz, D. Nestel, and D. Rosen. Susceptibility of the Woolly Apple Aphid Parasitoid, Aphelinus mali (Hym.: Aphelinidae), to Common Pesticides Used in Apple Orchards in Israel. Entomophaga41(2): 225-233, 1996. ECOREF #72045"
150824478,Nitenpyram,Trichogramma ostriniae,Parasitic Wasp,Mortality,Mortality,LC30,1,Active ingredient,0.93,AI mg/L,2015,"Li,W., P. Zhang, J. Zhang, W. Lin, Y. Lu, and Y. Gao. Acute and Sublethal Effects of Neonicotinoids and Pymetrozine on an Important Egg Parasitoid, Trichogramma ostriniae (Hymenoptera: Trichogrammatidae). Biocontrol Sci. Technol.25(2): 121-131, 2015. ECOREF #173149"
210880925,Clothianidin,Eisenia fetida,Earthworm,Mortality,Mortality,LC50,14,Active ingredient,0.93,AI mg/kg soil,2015,"Wang,K., S. Pang, X. Mu, S. Qi, D. Li, F. Cui, and C. Wang. Biological Response of Earthworm, Eisenia fetida, to Five Neonicotinoid Insecticides. Chemosphere132:120-126, 2015. ECOREF #173321"
153719234,Thiamethoxam,Anopheles stephensi,Mosquito,Mortality,Mortality,LC50,1,Active ingredient,0.946,ng/mg bdwt,2015,"Uragayala,S., V. Verma, E. Natarajan, P.S. Velamuri, and R. Kamaraju. Adulticidal & Larvicidal Efficacy of Three Neonicotinoids Against Insecticide Susceptible & Resistant Mosquito Strains. Indian J. Med. Res.142:64-70, 2015. ECOREF #173152"
138261413,Imidacloprid,Myzus persicae,Green Peach Aphid,Mortality,Mortality,LC50,1,Formulation,0.9535,mg/L,2002,"Xue,M., and Q. Li. Studies on Selective Toxicity of Six Insecticides Between Green Peach Aphid and Ladybirds. Entomol. Sin.9(2): 17-22, 2002. ECOREF #71546"
165252700,Dinotefuran,Aedes aegypti,Yellow Fever Mosquito,Mortality,Mortality,LD95,1,Active ingredient,0.96,AI mg/L,2004,"Corbel,V., S. Duchon, M. Zaim, and J.M. Hougard. Dinotefuran: A Potential Neonicotinoid Insecticide Against Resistant Mosquitoes. J. Med. Entomol.41(4): 712-717, 2004. ECOREF #101016"
153719234,Thiamethoxam,Procambarus clarkii,Red Swamp Crayfish,Mortality,Mortality,LC50,4,Active ingredient,0.967,AI mg/L,2009,"Barbee,G.C., and M.J. Stout. Comparative Acute Toxicity of Neonicotinoid and Pyrethroid Insecticides to Non-Target Crayfish (Procambarus clarkii) Associated with Rice-Crayfish Crop Rotations. Pest Manag. Sci.65(11): 1250-1256, 2009. ECOREF #120043"
153719234,Thiamethoxam,Planorbella pilsbryi,File Rams-horn,Mortality,Mortality,LC50,28,Active ingredient,0.9832,AI mg/L,2016,"Prosser,R.S., S.R. De Solla, E.A.M. Holman, R. Osborne, S.A. Robinson, A.J. Bartlett, F.J. Maisonneuve, and P.L. Gillis. Sensitivity of the Early-Life Stages of Freshwater Mollusks to Neonicotinoid and Butenolide Insecticides. Environ. Pollut.218:428-435, 2016. ECOREF #173464"
135410207,Acetamiprid,Eukerria saltensis,Earthworm,Mortality,Mortality,NR-LETH,7,Active ingredient,1,AI mg/L,2016,"Stevens,M.M., J. Mo, G.N. Warren, and G.S. Doran. Evaluation of Potential Biocides for Control of the Earthworm Eukerria saltensis (Oligochaeta: Ocnerodrilidae), a Pest of Rice in Southern Australia. Crop Prot.84:159-167, 2016. ECOREF #175405"
138261413,Imidacloprid,Adelges tsugae,Hemlock Wooly Adelgid,Mortality,Mortality,LOEL,30,Active ingredient,1,ppm,2010,"Eisenback,B.M., S.M. Salom, L.T. Kok, and A.F. Lagalante. Lethal and Sublethal Effects of Imidacloprid on Hemlock Woolly Adelgid (Hemiptera: Adelgidae) and Two Introduced Predator Species. J. Econ. Entomol.103(4): 1222-1234, 2010. ECOREF #169076"
138261413,Imidacloprid,Folsomia candida,Springtail,Mortality,Mortality,LOEC,14,Formulation,1,AI mg/kg soil,2002,"Idinger,J. Laboratory Studies to Detect Effects of Selected Plant Protection Products on Folsomia candida (Collembola: Isotomidae). J. Plant Dis. Prot.109(5): 512-529, 2002. ECOREF #79036"
138261413,Imidacloprid,Laricobius nigrinus,Tooth-necked Fungus Beetle,Mortality,Mortality,NOEL,20,Active ingredient,1,ppm,2010,"Eisenback,B.M., S.M. Salom, L.T. Kok, and A.F. Lagalante. Lethal and Sublethal Effects of Imidacloprid on Hemlock Woolly Adelgid (Hemiptera: Adelgidae) and Two Introduced Predator Species. J. Econ. Entomol.103(4): 1222-1234, 2010. ECOREF #169076"
210880925,Clothianidin,Coturnix coturnix,Quail,Mortality,Mortality,NR-ZERO,30,Formulation,1,AI mg/kg bdwt,2013,"Tokumoto,J., M. Danjo, Y. Kobayashi, K. Kinoshita, T. Omotehara, A. Tatsumi, M. Hashiguchi, T. Sekijima, H. Kamisoyama,. Effects of Exposure to Clothianidin on the Reproductive System of Male Quails. J. Vet. Med. Sci.75(6): 755-760, 2013. ECOREF #166771"
135410207,Acetamiprid,Culex pipiens ssp. pallens,Mosquito,Mortality,Mortality,LC95,2,Formulation,1.069,AI mg/L,2002,"Mo,J.C., T.C. Yang, J.A. Cheng, and X.G. Song. Lethal and Sublethal Effects of Acetamiprid on the Larvae of Culex pipiens pallens. Entomol. Sin.9(3): 45-49, 2002. ECOREF #71564"
138261413,Imidacloprid,Aphidius colemani,Braconid Wasp,Mortality,Mortality,LC90,1,Formulation,1.104,AI ug/g food,2013,"Charles-Tollerup,J.J. Resource Provisioning as a Habitat Manipulation Tactic to Enhance the Aphid Parasitoid, Aphidius colemani Viereck (Hymenoptera: Braconidae: Aphidiinae), and the Plant-Mediated Effects of a Systemic Insecticide, Imidaclo. Ph.D Thesis, University of California, Riverside, CA:151 p., 2013. ECOREF #168891"
138261413,Imidacloprid,Callinectes sapidus,Blue Crab,Mortality,Mortality,LC50,1,Active ingredient,1.112,AI mg/L,2010,"Osterberg,J.S. Ecotoxicology of Natural and Anthropogenic Extreme Environments. Ph.D. Thesis, Duke University, Raleigh, NC:178 p., 2010. ECOREF #152973"
138261413,Imidacloprid,Callinectes sapidus,Blue Crab,Mortality,Mortality,LC50,1,Active ingredient,1.112,AI mg/L,2012,"Osterberg,J.S., K.M. Darnell, T.M. Blickley, J.A. Romano, and D. Rittschof. Acute Toxicity and Sub-Lethal Effects of Common Pesticides in Post-Larval and Juvenile Blue Crabs, Callinectes sapidus. J. Exp. Mar. Biol. Ecol.424/425:5-14, 2012. ECOREF #161498"
153719234,Thiamethoxam,Trichogramma evanescens,Parasitic Wasp,Mortality,Mortality,LC50,1.0417,Active ingredient,1.12,AI mg/L,2014,"Wang,Y., C. Wu, T. Cang, L. Yang, W. Yu, X. Zhao, Q. Wang, and L. Cai. Toxicity Risk of Insecticides to the Insect Egg Parasitoid Trichogramma evanescens Westwood (Hymenoptera: Trichogrammatidae). Pest Manag. Sci.70(3): 398-404, 2014. ECOREF #173922"
138261413,Imidacloprid,Ilyocypris dentifera,Ostracod,Mortality,Mortality,LC50,1,Active ingredient,1.122,AI mg/L,2006,"Sanchez-Bayo,F., and K. Goka. Influence of Light in Acute Toxicity Bioassays of Imidacloprid and Zinc Pyrithione to Zooplankton Crustaceans. Aquat. Toxicol.78(3): 262-271, 2006. ECOREF #89717"
135410207,Acetamiprid,Culex pipiens ssp. pallens,Mosquito,Mortality,Mortality,LC50,1,Formulation,1.169,AI mg/L,2002,"Mo,J.C., T.C. Yang, J.A. Cheng, and X.G. Song. Lethal and Sublethal Effects of Acetamiprid on the Larvae of Culex pipiens pallens. Entomol. Sin.9(3): 45-49, 2002. ECOREF #71564"
138261413,Imidacloprid,Cloeon dipterum,Mayfly,Mortality,Mortality,LC50,3,Active ingredient,1.179,AI mg/L,2016,"Van den Brink,P.J., J.M. Van Smeden, R.S. Bekele, W. Dierick, D.M. De Gelder, M. Noteboom, and I. Roessink. Acute and Chronic Toxicity of Neonicotinoids to Nymphs of a Mayfly Species and Some Notes on Seasonal Differences. Environ. Toxicol. Chem.35(1): 128-133, 2016. ECOREF #173151"
138261413,Imidacloprid,Cloeon dipterum,Mayfly,Mortality,Mortality,LC50,2,Active ingredient,1.221,AI mg/L,2016,"Van den Brink,P.J., J.M. Van Smeden, R.S. Bekele, W. Dierick, D.M. De Gelder, M. Noteboom, and I. Roessink. Acute and Chronic Toxicity of Neonicotinoids to Nymphs of a Mayfly Species and Some Notes on Seasonal Differences. Environ. Toxicol. Chem.35(1): 128-133, 2016. ECOREF #173151"
138261413,Imidacloprid,Eisenia fetida,Earthworm,Mortality,Mortality,LC50,2,Active ingredient,1.23,mg/L,1999,"Luo,Y., Y. Zang, Y. Zhong, and Z. Kong. Toxicological Study of Two Novel Pesticides on Earthworm Eisenia foetida. Chemosphere39(13): 2347-2356, 1999. ECOREF #20610"
138261413,Imidacloprid,Eisenia fetida,Earthworm,Mortality,Mortality,LC50,1,Active ingredient,1.23,mg/L,2000,"Zang,Y., Y. Zhong, Y. Luo, and Z.M. Kong. Genotoxicity of Two Novel Pesticides for the Earthworm, Eisenia fetida. Environ. Pollut.108(2): 271-278, 2000. ECOREF #46330"
138261413,Imidacloprid,Trichogramma cacoeciae,Parasitoid Wasp,Mortality,Mortality,LC50,1,Active ingredient,1.25,AI ug/ml,2011,"Saber,M. Acute and Population Level Toxicity of Imidacloprid and Fenpyroximate on an Important Egg Parasitoid, Trichogramma cacoeciae (Hymenoptera: Trichogrammatidae). Ecotoxicology20(6): 1476-1484, 2011. ECOREF #166649"
138261413,Imidacloprid,Tipula sp.,Cranefly,Mortality,Mortality,NOEL,14,Active ingredient,1.28,AI mg/L,2007,"Kreutzweiser,D., K. Good, D. Chartrand, T. Scarr, and D. Thompson. Non-target Effects on Aquatic Decomposer Organisms of Imidacloprid as a Systemic Insecticide to Control Emerald Ash Borer in Riparian Trees. Ecotoxicol. Environ. Saf.68(3): 315-325, 2007. ECOREF #101963"
138261413,Imidacloprid,Pteronarcys dorsata,Stonefly,Mortality,Mortality,NOEL,14,Active ingredient,1.28,AI mg/L,2007,"Kreutzweiser,D., K. Good, D. Chartrand, T. Scarr, and D. Thompson. Non-target Effects on Aquatic Decomposer Organisms of Imidacloprid as a Systemic Insecticide to Control Emerald Ash Borer in Riparian Trees. Ecotoxicol. Environ. Saf.68(3): 315-325, 2007. ECOREF #101963"
165252700,Dinotefuran,Apis mellifera,Honey Bee,Mortality,Mortality,LD50,1,Active ingredient,1.29,AI mg/L,2015,"Badawy,M.E.I., H.M. Nasr, and E.I. Rabea. Toxicity and Biochemical Changes in the Honey Bee Apis mellifera Exposed to Four Insecticides Under Laboratory Conditions. Apidologie46:177-193, 2015. ECOREF #173554"
138261413,Imidacloprid,Aedes albopictus,Asian Tiger Mosquito,Mortality,Mortality,LC90,1,Active ingredient,1.3,AI mg/L,2004,"Liu,H., E.W. Cupp, A. Guo, and N. Liu. Insecticide Resistance in Alabama and Florida Mosquito Strains of Aedes albopictus. J. Med. Entomol.41(5): 946-952, 2004. ECOREF #99823"
210880925,Clothianidin,Planorbella pilsbryi,File Rams-horn,Mortality,Mortality,LC25,7,Active ingredient,1.3128,AI mg/L,2016,"Prosser,R.S., S.R. De Solla, E.A.M. Holman, R. Osborne, S.A. Robinson, A.J. Bartlett, F.J. Maisonneuve, and P.L. Gillis. Sensitivity of the Early-Life Stages of Freshwater Mollusks to Neonicotinoid and Butenolide Insecticides. Environ. Pollut.218:428-435, 2016. ECOREF #173464"
138261413,Imidacloprid,Cloeon dipterum,Mayfly,Mortality,Mortality,LC50,3,Active ingredient,1.38,AI mg/L,2016,"Van den Brink,P.J., J.M. Van Smeden, R.S. Bekele, W. Dierick, D.M. De Gelder, M. Noteboom, and I. Roessink. Acute and Chronic Toxicity of Neonicotinoids to Nymphs of a Mayfly Species and Some Notes on Seasonal Differences. Environ. Toxicol. Chem.35(1): 128-133, 2016. ECOREF #173151"
138261413,Imidacloprid,Culex quinquefasciatus,Southern House Mosquito,Mortality,Mortality,LC90,1,Active ingredient,1.4,AI mg/L,2004,"Liu,H., E.W. Cupp, K.M. Micher, A. Guo, and N. Liu. Insecticide Resistance and Cross-Resistance in Alabama and Florida Strains of Culex quinquefaciatus. J. Med. Entomol.41(3): 408-413, 2004. ECOREF #88223"
165252700,Dinotefuran,Anopheles gambiae,Mosquito,Mortality,Mortality,LD95,1,Active ingredient,1.44,mg/L,2004,"Corbel,V., S. Duchon, M. Zaim, and J.M. Hougard. Dinotefuran: A Potential Neonicotinoid Insecticide Against Resistant Mosquitoes. J. Med. Entomol.41(4): 712-717, 2004. ECOREF #101016"
153719234,Thiamethoxam,Planorbella pilsbryi,File Rams-horn,Mortality,Mortality,LC25,7,Active ingredient,1.467,AI mg/L,2016,"Prosser,R.S., S.R. De Solla, E.A.M. Holman, R. Osborne, S.A. Robinson, A.J. Bartlett, F.J. Maisonneuve, and P.L. Gillis. Sensitivity of the Early-Life Stages of Freshwater Mollusks to Neonicotinoid and Butenolide Insecticides. Environ. Pollut.218:428-435, 2016. ECOREF #173464"
138261413,Imidacloprid,Eisenia fetida,Earthworm,Mortality,Mortality,LC50,2,Active ingredient,1.47,mg/kg,2015,"Wang,Y., C. Chen, Y. Qian, X. Zhao, Q. Wang, and X. Kong. Toxicity of Mixtures of lambda-Cyhalothrin, Imidacloprid and Cadmium on the Earthworm Eisenia fetida by Combination Index (CI)-Isobologram Method. Ecotoxicol. Environ. Saf.111:242-247, 2015. ECOREF #168952"
153719234,Thiamethoxam,Bombyx mori,Silkworm,Mortality,Mortality,LC50,5,Active ingredient,1.48,mg/L,2016,"Yu,R.X., Y.H. Wang, X.Q. Hu, S.G. Wu, L.M. Cai, and X.P. Zhao. Individual and Joint Acute Toxicities of Selected Insecticides Against Bombyx mori (Lepidoptera: Bombycidae). J. Econ. Entomol.109(1): 327-333, 2016. ECOREF #173116"
138261413,Imidacloprid,Leptinotarsa decemlineata,Colorado Potato Beetle,Mortality,Mortality,LC10,10,Formulation,1.5,ppm,2001,"Furlong,M.J., and E. Groden. Evaluation of Synergistic Interactions Between the Colorado Potato Beetle (Coleoptera:  Chrysomelidae) Pathogen Beauveria bassiana and the Insecticides, Imidacloprid, and Cyromazine. J. Econ. Entomol.94(2): 344-356, 2001. ECOREF #100704"
138261413,Imidacloprid,Leptinotarsa decemlineata,Colorado Potato Beetle,Mortality,Mortality,NR,3,Formulation,1.5,ppm,2001,"Furlong,M.J., and E. Groden. Evaluation of Synergistic Interactions Between the Colorado Potato Beetle (Coleoptera:  Chrysomelidae) Pathogen Beauveria bassiana and the Insecticides, Imidacloprid, and Cyromazine. J. Econ. Entomol.94(2): 344-356, 2001. ECOREF #100704"
138261413,Imidacloprid,Eisenia fetida,Earthworm,Mortality,Mortality,LC50,2,Active ingredient,1.5,mg/L,2014,"Chen,C., Y. Wang, X. Zhao, Q. Wang, and Y. Qian. Comparative and Combined Acute Toxicity of Butachlor, Imidacloprid and Chlorpyrifos on Earthworm, Eisenia fetida. Chemosphere100:111-115, 2014. ECOREF #167584"
138261413,Imidacloprid,Trichogramma ostriniae,Parasitic Wasp,Mortality,Mortality,LC30,1,Active ingredient,1.51,AI mg/L,2015,"Li,W., P. Zhang, J. Zhang, W. Lin, Y. Lu, and Y. Gao. Acute and Sublethal Effects of Neonicotinoids and Pymetrozine on an Important Egg Parasitoid, Trichogramma ostriniae (Hymenoptera: Trichogrammatidae). Biocontrol Sci. Technol.25(2): 121-131, 2015. ECOREF #173149"
135410207,Acetamiprid,Eisenia fetida,Earthworm,Mortality,Mortality,LC50,14,Active ingredient,1.52,mg/kg,2012,"Wang,Y., T. Cang, X. Zhao, R. Yu, L. Chen, C. Wu, and Q. Wang. Comparative Acute Toxicity of Twenty-Four Insecticides to Earthworm, Eisenia fetida. Ecotoxicol. Environ. Saf.79:122-128, 2012. ECOREF #163184"
138261413,Imidacloprid,Pteronarcys dorsata,Stonefly,Mortality,Mortality,NR-LETH,14,Active ingredient,1.55,AI mg/L,2007,"Kreutzweiser,D., K. Good, D. Chartrand, T. Scarr, and D. Thompson. Non-target Effects on Aquatic Decomposer Organisms of Imidacloprid as a Systemic Insecticide to Control Emerald Ash Borer in Riparian Trees. Ecotoxicol. Environ. Saf.68(3): 315-325, 2007. ECOREF #101963"
138261413,Imidacloprid,Agamermis unka,Parasitic Nematode,Mortality,Mortality,LC50,1,Active ingredient,1.58,ppm,1998,"Choo,H.Y., H.H. Kim, and H.K. Kaya. Effects of Selected Chemical Pesticides on Agamermis unka (Nematoda: Mermithidae), a Parasite of the Brown Plant Hopper, Nilaparvata lugens. Biocontrol Sci. Technol.8(3): 413-427, 1998. ECOREF #63774"
150824478,Nitenpyram,Trichogramma ostriniae,Parasitic Wasp,Mortality,Mortality,LC50,1,Active ingredient,1.58,AI mg/L,2015,"Li,W., P. Zhang, J. Zhang, W. Lin, Y. Lu, and Y. Gao. Acute and Sublethal Effects of Neonicotinoids and Pymetrozine on an Important Egg Parasitoid, Trichogramma ostriniae (Hymenoptera: Trichogrammatidae). Biocontrol Sci. Technol.25(2): 121-131, 2015. ECOREF #173149"
138261413,Imidacloprid,Culex quinquefasciatus,Southern House Mosquito,Mortality,Mortality,LC50,2,Formulation,1.59,AI mg/kg food,2016,"Shah,R.M., M. Alam, D. Ahmad, M. Waqas, Q. Ali, M. Binyamin, and S.A. Shad. Toxicity of 25 Synthetic Insecticides to the Field Population of Culex quinquefasciatus Say. Parasitol. Res.115(11): 4345-4351, 2016. ECOREF #175414"
138261413,Imidacloprid,Culex quinquefasciatus,Southern House Mosquito,Mortality,Mortality,LC90,1,Active ingredient,1.6,AI mg/L,2004,"Liu,H., E.W. Cupp, K.M. Micher, A. Guo, and N. Liu. Insecticide Resistance and Cross-Resistance in Alabama and Florida Strains of Culex quinquefaciatus. J. Med. Entomol.41(3): 408-413, 2004. ECOREF #88223"
138261413,Imidacloprid,Aedes albopictus,Asian Tiger Mosquito,Mortality,Mortality,LC90,1,Active ingredient,1.7,AI mg/L,2004,"Liu,H., E.W. Cupp, A. Guo, and N. Liu. Insecticide Resistance in Alabama and Florida Mosquito Strains of Aedes albopictus. J. Med. Entomol.41(5): 946-952, 2004. ECOREF #99823"
153719234,Thiamethoxam,Anaphes iole,Fairyfly Parasitoid,Mortality,Mortality,LC50,2,Active ingredient,1.7,AI ug/ml,2004,"Williams III,L., and L.D. Price. A Space-Efficient Contact Toxicity Bioassay for Minute Hymenoptera, Used to Test the Effects of Novel and Conventional Insecticides on the Egg Parasitoids Anaphes iole and Trichogramma pretiosum. Biocontrol49(2): 163-185, 2004. ECOREF #103115"
135410207,Acetamiprid,Eisenia fetida,Earthworm,Mortality,Mortality,LC50,7,Active ingredient,1.72,mg/kg,2012,"Wang,Y., T. Cang, X. Zhao, R. Yu, L. Chen, C. Wu, and Q. Wang. Comparative Acute Toxicity of Twenty-Four Insecticides to Earthworm, Eisenia fetida. Ecotoxicol. Environ. Saf.79:122-128, 2012. ECOREF #163184"
153719234,Thiamethoxam,Trichogramma chilonis,Parastic Wasp,Mortality,Mortality,LC95,1,Active ingredient,1.72,AI mg/L,2013,"Wang,Y., L. Chen, X. An, J. Jiang, Q. Wang, L. Cai, and X. Zhao. Susceptibility to Selected Insecticides and Risk Assessment in the Insect Egg Parasitoid Trichogramma confusum (Hymenoptera: Trichogrammatidae). J. Econ. Entomol.106(1): 142-149, 2013. ECOREF #163186"
135410207,Acetamiprid,Taeniopygia guttata,Zebra Finch,Mortality,Mortality,NOEL,14,Active ingredient,1.8,AI mg/kg bdwt,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
138261413,Imidacloprid,Hippodamia convergens,Convergent Lady Beetle,Mortality,Mortality,LD50,1,Active ingredient,1.8,ppm,1996,"Kaakeh,N., W. Kaakeh, and G.W. Bennett. Topical Toxicity of Imidacloprid, Fipronil, and Seven Conventional Insecticides to the Adult Convergent Lady Beetle (Coleoptera: Coccinellidae). J. Entomol. Sci.31(3): 315-322, 1996. ECOREF #64700"
138261413,Imidacloprid,Planorbella pilsbryi,File Rams-horn,Mortality,Mortality,LC25,7,Active ingredient,1.8011,AI mg/L,2016,"Prosser,R.S., S.R. De Solla, E.A.M. Holman, R. Osborne, S.A. Robinson, A.J. Bartlett, F.J. Maisonneuve, and P.L. Gillis. Sensitivity of the Early-Life Stages of Freshwater Mollusks to Neonicotinoid and Butenolide Insecticides. Environ. Pollut.218:428-435, 2016. ECOREF #173464"
135410207,Acetamiprid,Brontispa longissima,Coconut Leaf Beetle,Mortality,Mortality,LC10,1,Active ingredient,1.81,mg/L,2014,"Jin,T., Y.Y. Lin, Q.A. Jin, H.B. Wen, and Z.Q. Peng. Sublethal Effect of Avermectin and Acetamiprid on the Mortality of Different Life Stages of Brontispa longissima (Gestro) (Coleoptera: Hispidae) and Its Larvae Parasitoid Asecodes hispinarum Boucek (Hymenoptera: Eulophi. Crop Prot.58:55-60, 2014. ECOREF #173884"
138261413,Imidacloprid,Scolothrips takahashii,Thrip,Mortality,Mortality,LC50,2,Formulation,1.81,ppm,2001,"Mori,K., and T. Gotoh. Effects of Pesticides on the Spider Mite Predators, Scolothrips takahashii (Thysanoptera: Thripidae) and Stethorus japonicus (Coleoptera: Coccinellidae). Int. J. Acarol.27(4): 299-302, 2001. ECOREF #69742"
138261413,Imidacloprid,Aedes aegypti,Yellow Fever Mosquito,Mortality,Mortality,LC50,1,Formulation,1.833,AI mg/L,2013,"Riaz,M.A., A. Chandor-Proust, C. Dauphin-Villemant, R. Poupardin, C.M. Jones, C. Strode, M. Regent-Kloeckner, J.P. Davi. Molecular Mechanisms Associated with Increased Tolerance to the Neonicotinoid Insecticide Imidacloprid in the Dengue Vector Aedes aegypti. Aquat. Toxicol.126:326-337, 2013. ECOREF #163626"
138261413,Imidacloprid,Anopheles stephensi,Mosquito,Mortality,Mortality,LC90,1,Active ingredient,1.847,ng/mg bdwt,2015,"Uragayala,S., V. Verma, E. Natarajan, P.S. Velamuri, and R. Kamaraju. Adulticidal & Larvicidal Efficacy of Three Neonicotinoids Against Insecticide Susceptible & Resistant Mosquito Strains. Indian J. Med. Res.142:64-70, 2015. ECOREF #173152"
153719234,Thiamethoxam,Trichogramma nubilale,Parasitic Wasp,Mortality,Mortality,LC50,1,Active ingredient,1.86,AI mg/L,2012,"Wang,Y., R. Yu, X. Zhao, L. Chen, C. Wu, T. Cang, and Q. Wang. Susceptibility of Adult Trichogramma nubilale (Hymenoptera: Trichogrammatidae) to Selected Insecticides with Different Modes of Action. Crop Prot.34:76-82, 2012. ECOREF #157988"
138261413,Imidacloprid,Dendrobaena octaedra,Earthworm,Mortality,Mortality,LC10,35,Active ingredient,1.9,mg/kg,2008,"Kreutzweiser,D.P., K.P. Good, D.T. Chartrand, T.A. Scarr, S.B. Holmes, and D.G. Thompson. Effects on Litter-Dwelling Earthworms and Microbial Decomposition of Soil-Applied Imidacloprid for Content of Wood-Boring Insects. Pest Manag. Sci.64:112-118, 2008. ECOREF #168920"
138261413,Imidacloprid,Culex quinquefasciatus,Southern House Mosquito,Mortality,Mortality,LC90,1,Active ingredient,2,AI mg/L,2004,"Liu,H., E.W. Cupp, K.M. Micher, A. Guo, and N. Liu. Insecticide Resistance and Cross-Resistance in Alabama and Florida Strains of Culex quinquefaciatus. J. Med. Entomol.41(3): 408-413, 2004. ECOREF #88223"
138261413,Imidacloprid,Daphnia magna,Water Flea,Mortality,Mortality,ET50,16.49,Active ingredient,2,AI mg/L,2014,"Ieromina,O., W.J.G.M. Peijnenburg, G. De Snoo, J. Muller, T.P. Knepper, and M.G. Vijver. Impact of Imidacloprid on Daphnia magna Under Different Food Quality Regimes. Environ. Toxicol. Chem.33(3): 621-631, 2014. ECOREF #168382"
138261413,Imidacloprid,Daphnia magna,Water Flea,Mortality,Mortality,ET50,18.41,Active ingredient,2,AI mg/L,2014,"Ieromina,O., W.J.G.M. Peijnenburg, G. De Snoo, J. Muller, T.P. Knepper, and M.G. Vijver. Impact of Imidacloprid on Daphnia magna Under Different Food Quality Regimes. Environ. Toxicol. Chem.33(3): 621-631, 2014. ECOREF #168382"
138261413,Imidacloprid,Daphnia magna,Water Flea,Mortality,Mortality,ET50,22.91,Active ingredient,2,AI mg/L,2014,"Ieromina,O., W.J.G.M. Peijnenburg, G. De Snoo, J. Muller, T.P. Knepper, and M.G. Vijver. Impact of Imidacloprid on Daphnia magna Under Different Food Quality Regimes. Environ. Toxicol. Chem.33(3): 621-631, 2014. ECOREF #168382"
138261413,Imidacloprid,Daphnia magna,Water Flea,Mortality,Mortality,ET50,24.07,Active ingredient,2,AI mg/L,2014,"Ieromina,O., W.J.G.M. Peijnenburg, G. De Snoo, J. Muller, T.P. Knepper, and M.G. Vijver. Impact of Imidacloprid on Daphnia magna Under Different Food Quality Regimes. Environ. Toxicol. Chem.33(3): 621-631, 2014. ECOREF #168382"
138261413,Imidacloprid,Aporrectodea caliginosa,Worm,Mortality,Mortality,NR-ZERO,14,Active ingredient,2,AI mg/kg soil,2012,"Dittbrenner,N., Y. Capowiez, H.R. Kohler, and R. Triebskorn. Stress Protein Response (Hsp70) and Avoidance Behaviour in Eisenia fetida, Aporrectodea caliginosa and Lumbricus terrestris when Exposed to Imidacloprid. J. Soils Sediments12:198-206, 2012. ECOREF #168984"
